age,education,years_experience,skills_count,communication,leadership,technical,certifications,willing_to_travel,preferred_domain,role
58,Masters,31,4,3,7,7,4,0,HR,PROJECT MANAGER
33,Masters,7,2,4,5,5,4,1,Finance,DATA ANALYST
42,Masters,21,2,3,3,5,5,1,Operations,DATA ANALYST
32,Masters,9,1,8,9,3,1,1,Operations,MANAGER
43,Masters,18,2,8,6,2,2,1,Finance,MANAGER
52,High School,34,2,5,2,1,1,0,Manufacturing,DATA ANALYST
32,PhD,8,2,7,0,2,1,0,Operations,BUSINESS ANALYST
43,Bachelors,22,3,5,5,3,5,0,IT,PROJECT MANAGER
20,High School,6,2,3,8,0,0,0,Marketing,MANAGER
47,Bachelors,22,5,7,4,10,3,0,Manufacturing,DATA ANALYST
28,Bachelors,8,3,8,0,4,4,0,Manufacturing,BUSINESS ANALYST
25,Masters,0,3,7,3,6,5,1,Finance,DATA ANALYST
41,Bachelors,18,3,4,7,6,0,0,IT,DATA ANALYST
24,Bachelors,1,1,6,7,10,0,0,Marketing,HR
21,Bachelors,0,1,9,1,5,0,1,Marketing,DATA ANALYST
36,PhD,11,4,5,5,8,3,1,HR,BUSINESS ANALYST
38,Diploma,11,1,6,6,2,2,0,Operations,HR
18,Bachelors,1,2,3,4,7,0,0,Finance,HR
37,Diploma,10,1,4,6,2,2,1,Marketing,MANAGER
45,Masters,24,2,4,1,0,0,1,Manufacturing,HR
24,Bachelors,0,4,3,1,9,2,0,Marketing,HR
21,Masters,0,2,6,5,2,0,0,Finance,HR
43,Bachelors,29,3,6,5,3,5,0,Finance,BUSINESS ANALYST
54,Masters,38,2,5,4,4,1,0,IT,PROJECT MANAGER
23,Masters,3,2,6,5,7,4,1,Operations,DATA ANALYST
56,Bachelors,40,1,6,9,10,0,0,IT,MANAGER
34,Diploma,12,0,5,2,5,5,0,HR,DATA ANALYST
30,Diploma,12,3,4,6,3,0,0,Finance,MANAGER
55,Bachelors,29,5,5,4,1,2,0,Manufacturing,BUSINESS ANALYST
18,Bachelors,0,4,6,2,7,0,0,Finance,DATA ANALYST
37,Bachelors,20,3,5,7,3,5,0,Marketing,MANAGER
51,Bachelors,31,0,8,4,8,0,0,Manufacturing,HR
60,High School,40,2,5,8,4,2,0,Manufacturing,MANAGER
21,High School,0,3,10,5,4,0,1,IT,HR
31,Bachelors,8,3,4,2,4,5,0,HR,HR
36,Bachelors,13,1,8,6,6,1,0,HR,HR
24,Bachelors,6,2,7,5,2,2,0,IT,HR
41,Masters,19,3,3,7,7,4,1,Operations,HR
21,Bachelors,5,0,8,6,4,4,0,Operations,MANAGER
49,Masters,26,0,2,3,10,2,0,HR,HR
19,Bachelors,1,5,9,4,3,3,0,Finance,HR
20,Bachelors,0,1,3,5,4,5,0,Marketing,HR
26,Masters,3,3,7,4,8,0,0,Manufacturing,PROJECT MANAGER
38,High School,14,1,4,5,4,2,0,IT,PROJECT MANAGER
49,Bachelors,30,2,3,4,0,2,0,Marketing,HR
42,Bachelors,19,6,7,4,0,3,0,Manufacturing,BUSINESS ANALYST
54,High School,29,3,7,0,9,3,0,Manufacturing,MANAGER
47,High School,27,4,4,5,7,0,0,IT,PROJECT MANAGER
57,Bachelors,37,3,5,7,5,3,0,Manufacturing,PROJECT MANAGER
22,Bachelors,3,5,7,2,0,3,0,HR,HR
21,Bachelors,4,4,2,2,3,2,0,IT,DATA ANALYST
23,Bachelors,6,3,3,3,10,0,0,Marketing,DATA ANALYST
27,Bachelors,5,2,7,5,5,4,0,Finance,MANAGER
20,Bachelors,0,2,7,5,9,0,0,Manufacturing,HR
37,Masters,20,3,5,1,4,0,0,Operations,PROJECT MANAGER
27,Bachelors,8,1,6,5,4,3,0,Marketing,HR
38,Bachelors,14,0,6,0,2,5,0,IT,DATA ANALYST
57,Diploma,36,4,4,1,7,0,0,Manufacturing,BUSINESS ANALYST
39,Bachelors,10,5,7,5,4,3,0,HR,HR
36,Diploma,11,5,6,4,6,5,0,IT,DATA ANALYST
42,Masters,18,4,7,3,7,5,0,Finance,BUSINESS ANALYST
46,Bachelors,22,2,4,7,8,5,0,Operations,DATA ANALYST
27,Bachelors,5,2,6,6,5,1,1,Marketing,PROJECT MANAGER
50,Bachelors,24,3,3,3,0,2,1,IT,HR
22,Masters,2,3,9,2,6,2,0,IT,DATA ANALYST
51,Bachelors,22,1,6,1,5,0,0,Finance,HR
22,Bachelors,0,2,6,1,6,5,1,IT,HR
21,Masters,5,2,7,5,10,3,0,Marketing,MANAGER
36,Masters,16,2,3,8,6,3,0,IT,DATA ANALYST
58,PhD,35,2,6,4,0,5,0,IT,MANAGER
31,Bachelors,10,4,4,8,6,0,0,Finance,MANAGER
57,Diploma,35,1,5,7,6,2,0,Finance,BUSINESS ANALYST
45,Bachelors,19,11,7,3,9,3,0,HR,PROJECT MANAGER
18,PhD,0,6,6,5,1,3,0,Finance,PROJECT MANAGER
49,High School,25,2,5,7,6,2,1,Marketing,MANAGER
27,High School,5,3,8,4,5,2,0,IT,HR
22,High School,0,1,6,4,3,0,0,Finance,BUSINESS ANALYST
56,Bachelors,32,2,5,5,3,4,0,HR,DATA ANALYST
32,Bachelors,10,3,5,8,7,2,0,Manufacturing,PROJECT MANAGER
30,Masters,7,1,4,4,5,3,0,Finance,BUSINESS ANALYST
28,Bachelors,6,2,5,6,2,2,0,HR,CLERK
39,Masters,14,3,0,8,7,3,0,Finance,DATA ANALYST
24,Bachelors,4,1,3,5,7,0,1,Finance,DATA ANALYST
25,Bachelors,2,3,6,1,4,4,0,Finance,HR
21,Masters,2,2,5,6,5,2,0,Finance,HR
33,Bachelors,10,3,5,10,6,0,0,IT,DATA ANALYST
32,High School,12,0,3,3,1,5,0,IT,MANAGER
55,Diploma,34,2,8,4,0,2,0,Marketing,PROJECT MANAGER
59,Masters,35,1,9,9,5,1,0,HR,PROJECT MANAGER
47,Diploma,23,3,7,0,6,4,0,Marketing,HR
54,PhD,33,6,2,5,3,5,0,HR,HR
21,PhD,0,3,9,0,8,1,1,Manufacturing,DATA ANALYST
51,Masters,32,3,6,5,7,3,0,Marketing,CLERK
49,High School,23,3,4,4,2,5,1,IT,BUSINESS ANALYST
35,Bachelors,17,2,6,4,1,2,0,Marketing,HR
24,Bachelors,0,5,6,6,0,3,1,Marketing,MANAGER
29,Diploma,6,2,8,4,2,1,0,Manufacturing,HR
19,High School,1,4,6,3,3,1,0,Finance,HR
39,Bachelors,21,3,4,6,6,5,1,HR,BUSINESS ANALYST
25,Bachelors,2,8,3,8,5,3,1,Operations,HR
50,Bachelors,33,2,5,7,3,1,1,Operations,MANAGER
26,Masters,3,3,6,6,6,2,0,Marketing,BUSINESS ANALYST
55,Bachelors,31,2,6,6,9,5,0,HR,MANAGER
27,Bachelors,4,2,7,1,5,0,0,Operations,BUSINESS ANALYST
58,Masters,35,2,5,3,6,4,0,Operations,MANAGER
18,Masters,0,0,3,3,3,1,0,HR,HR
35,Diploma,8,0,1,5,3,4,0,Finance,DATA ANALYST
48,Diploma,32,0,7,7,4,1,0,IT,MANAGER
43,Bachelors,18,2,4,5,3,1,1,Manufacturing,MANAGER
27,High School,7,1,5,1,9,0,0,IT,DATA ANALYST
35,Masters,13,4,4,7,0,1,1,Marketing,MANAGER
45,Masters,24,4,4,3,10,0,0,Manufacturing,DATA ANALYST
57,Bachelors,33,3,4,4,0,4,0,Manufacturing,PROJECT MANAGER
32,Masters,11,4,7,4,7,3,1,Manufacturing,HR
19,High School,1,5,8,3,1,3,1,Manufacturing,HR
57,Bachelors,36,2,5,3,3,2,0,Marketing,DATA ANALYST
30,Bachelors,1,7,8,8,10,5,0,Manufacturing,DATA ANALYST
19,Bachelors,4,2,5,6,2,2,0,IT,HR
55,Bachelors,30,5,4,8,7,0,0,Operations,MANAGER
23,Masters,0,1,5,5,6,2,0,Operations,HR
59,High School,38,3,3,4,5,2,0,IT,PROJECT MANAGER
49,Masters,28,2,4,6,10,1,0,Finance,MANAGER
18,High School,6,4,9,4,6,4,1,Manufacturing,BUSINESS ANALYST
31,Masters,4,3,3,3,8,5,0,Manufacturing,DATA ANALYST
28,Bachelors,13,6,4,1,5,0,1,IT,BUSINESS ANALYST
56,Bachelors,33,2,0,9,0,2,1,HR,MANAGER
43,Masters,25,5,5,6,10,4,0,Finance,DATA ANALYST
29,High School,6,0,4,8,4,3,0,Operations,PROJECT MANAGER
53,Masters,31,3,3,9,3,3,1,HR,MANAGER
33,Bachelors,11,1,6,4,1,2,1,Marketing,CLERK
19,Bachelors,0,4,3,2,6,4,0,Marketing,HR
25,Bachelors,1,5,8,2,2,1,0,Finance,CLERK
59,Bachelors,35,5,6,5,4,0,0,Operations,HR
36,High School,18,3,6,7,2,0,0,HR,HR
31,High School,6,3,3,2,3,4,0,Finance,DATA ANALYST
23,Diploma,2,4,10,10,2,0,1,Operations,HR
38,Bachelors,11,1,9,7,1,1,1,IT,MANAGER
42,High School,20,3,6,5,6,0,0,Manufacturing,MANAGER
41,Masters,18,3,9,8,3,3,0,Marketing,HR
51,Masters,24,5,4,7,3,0,1,Finance,PROJECT MANAGER
26,Bachelors,2,1,7,7,2,2,1,HR,HR
22,PhD,0,4,7,3,4,5,0,Finance,BUSINESS ANALYST
60,Bachelors,40,3,8,10,5,4,0,Marketing,HR
25,High School,5,4,6,5,2,2,1,IT,BUSINESS ANALYST
47,Bachelors,26,1,5,1,8,1,0,HR,HR
60,Diploma,38,4,7,4,3,2,1,Operations,MANAGER
51,PhD,34,1,1,9,9,1,1,HR,PROJECT MANAGER
23,Bachelors,0,0,4,5,4,1,1,Manufacturing,PROJECT MANAGER
34,Bachelors,12,3,5,6,5,3,1,HR,PROJECT MANAGER
56,Bachelors,34,4,4,5,4,5,0,Operations,PROJECT MANAGER
31,Bachelors,5,3,5,7,7,5,0,HR,PROJECT MANAGER
44,Bachelors,20,3,6,1,7,5,1,IT,DATA ANALYST
45,Diploma,24,3,5,1,2,1,0,HR,HR
36,Masters,6,5,5,0,5,1,0,Operations,DATA ANALYST
34,Bachelors,12,5,7,4,4,0,1,Manufacturing,HR
55,Diploma,36,2,7,7,7,4,0,Marketing,PROJECT MANAGER
36,Masters,16,3,5,2,6,4,1,Manufacturing,HR
21,Masters,0,7,5,4,5,1,1,Manufacturing,HR
59,Bachelors,36,6,3,3,3,2,1,HR,DATA ANALYST
40,Bachelors,20,1,8,3,2,1,1,IT,HR
38,High School,16,4,5,3,2,4,0,Finance,HR
57,Diploma,34,3,6,3,4,2,1,Operations,MANAGER
23,Masters,5,3,6,7,5,1,1,Manufacturing,HR
28,Diploma,9,4,5,3,4,2,1,Manufacturing,DATA ANALYST
40,Masters,22,2,5,2,6,3,0,Manufacturing,BUSINESS ANALYST
38,Bachelors,12,4,9,5,5,1,1,Finance,HR
41,High School,22,3,4,3,1,2,0,HR,MANAGER
26,High School,1,5,7,7,10,4,0,Manufacturing,DATA ANALYST
40,Masters,18,2,6,1,7,5,0,HR,DATA ANALYST
23,Bachelors,2,2,8,2,7,0,0,Finance,MANAGER
38,Bachelors,18,4,3,6,5,1,1,HR,HR
57,High School,30,1,3,5,3,1,0,IT,DATA ANALYST
54,Bachelors,33,2,5,1,10,4,0,Marketing,CLERK
43,Diploma,23,3,6,5,0,5,0,Finance,HR
25,Bachelors,0,1,8,6,4,2,1,Manufacturing,MANAGER
21,High School,3,4,7,4,9,3,1,Manufacturing,PROJECT MANAGER
31,Masters,9,3,4,8,6,4,0,HR,DATA ANALYST
37,Bachelors,18,2,5,5,2,5,1,Manufacturing,DATA ANALYST
20,High School,0,2,9,5,8,0,0,Manufacturing,HR
18,Diploma,4,4,6,6,0,3,0,Marketing,BUSINESS ANALYST
58,High School,35,2,4,0,10,5,1,Marketing,DATA ANALYST
22,Diploma,0,1,3,3,9,1,0,Finance,DATA ANALYST
28,Masters,1,4,6,4,2,1,0,Manufacturing,HR
48,Diploma,23,1,6,7,10,2,0,IT,PROJECT MANAGER
46,High School,19,1,4,4,4,3,0,HR,HR
33,Masters,7,4,4,3,4,4,0,HR,HR
37,Masters,19,3,2,7,6,4,0,Operations,DATA ANALYST
40,High School,19,6,5,5,2,1,1,Finance,BUSINESS ANALYST
39,Masters,17,2,6,4,6,1,1,HR,CLERK
30,Masters,10,4,3,7,9,1,0,Manufacturing,PROJECT MANAGER
24,Bachelors,5,1,1,4,5,1,0,HR,DATA ANALYST
21,Masters,1,3,9,8,4,0,1,IT,HR
45,Masters,24,3,8,2,8,4,0,HR,BUSINESS ANALYST
41,High School,20,2,4,5,6,4,1,HR,MANAGER
32,Diploma,5,4,5,4,5,1,0,Operations,HR
37,High School,17,1,7,8,4,1,0,Marketing,HR
26,Diploma,3,1,8,2,1,1,0,Manufacturing,DATA ANALYST
50,Diploma,30,1,8,2,7,1,0,IT,MANAGER
39,Masters,17,5,7,2,6,0,1,Manufacturing,HR
30,PhD,7,1,6,2,8,0,0,Marketing,PROJECT MANAGER
32,Bachelors,6,6,5,7,10,5,0,HR,HR
50,Bachelors,33,2,1,2,6,5,0,Finance,DATA ANALYST
32,Bachelors,13,3,6,1,0,0,0,Operations,BUSINESS ANALYST
49,Bachelors,26,5,7,9,1,5,0,Marketing,BUSINESS ANALYST
58,PhD,42,2,3,2,8,0,1,HR,DATA ANALYST
31,Diploma,9,4,6,5,5,1,0,Marketing,HR
34,Bachelors,13,4,2,9,10,5,0,Operations,PROJECT MANAGER
30,High School,8,2,3,3,5,0,0,IT,DATA ANALYST
31,Bachelors,13,4,5,3,2,3,0,Finance,HR
38,Masters,13,8,5,7,5,1,0,Marketing,HR
20,Masters,1,3,6,5,2,2,0,Finance,HR
35,Bachelors,15,1,6,3,3,2,0,Marketing,DATA ANALYST
26,PhD,1,3,3,6,3,1,0,Manufacturing,HR
33,Diploma,14,0,7,5,7,3,1,Finance,PROJECT MANAGER
36,Masters,10,4,8,3,0,1,0,IT,MANAGER
38,Bachelors,20,5,4,10,10,1,0,Marketing,PROJECT MANAGER
48,Diploma,23,2,3,5,9,5,1,IT,DATA ANALYST
29,High School,14,3,1,5,1,2,0,HR,HR
50,Bachelors,29,5,6,4,5,1,0,IT,MANAGER
18,PhD,0,2,4,5,5,1,0,Finance,HR
25,Bachelors,4,4,8,3,4,0,0,Finance,DATA ANALYST
33,Bachelors,12,5,5,5,6,5,1,Operations,HR
50,Masters,26,3,4,9,8,4,0,Finance,HR
45,Masters,21,2,4,4,0,0,1,HR,HR
43,Masters,24,2,4,5,8,2,0,Manufacturing,MANAGER
45,Masters,21,7,7,1,6,2,1,IT,PROJECT MANAGER
42,Masters,17,3,6,0,4,2,1,Finance,HR
38,Masters,17,2,5,6,0,5,0,Finance,MANAGER
58,Bachelors,36,5,5,5,5,1,1,Manufacturing,HR
32,Diploma,4,2,4,9,6,4,1,Manufacturing,DATA ANALYST
48,Bachelors,35,2,6,3,4,0,0,Finance,MANAGER
55,High School,34,2,4,4,6,5,0,Finance,BUSINESS ANALYST
23,Masters,2,6,5,3,1,3,1,IT,DATA ANALYST
58,High School,36,4,6,8,7,5,1,Marketing,PROJECT MANAGER
18,Bachelors,0,2,5,0,5,0,1,Operations,HR
49,Masters,27,4,7,1,5,0,0,HR,HR
29,Bachelors,7,4,8,8,6,4,0,Operations,MANAGER
51,Bachelors,28,2,10,4,2,5,1,HR,HR
59,Masters,38,2,4,8,6,1,0,HR,HR
41,Bachelors,16,5,7,8,9,3,0,IT,MANAGER
27,Bachelors,0,2,4,4,7,2,0,HR,DATA ANALYST
48,Bachelors,24,6,2,5,6,4,0,Manufacturing,MANAGER
54,PhD,33,3,7,7,0,0,0,IT,MANAGER
52,Bachelors,30,3,4,3,6,0,0,Manufacturing,HR
52,Bachelors,31,2,8,0,8,5,0,Operations,DATA ANALYST
20,Diploma,2,2,3,2,1,2,1,Manufacturing,PROJECT MANAGER
37,Masters,13,3,4,0,5,0,0,IT,DATA ANALYST
41,Bachelors,19,3,3,2,4,3,0,HR,DATA ANALYST
55,Masters,33,4,5,2,4,0,1,IT,BUSINESS ANALYST
32,Bachelors,2,2,6,3,2,0,0,Finance,HR
30,Masters,10,2,8,0,1,5,0,Finance,BUSINESS ANALYST
44,High School,21,2,4,1,1,0,0,Operations,HR
60,Bachelors,37,2,7,4,4,0,0,IT,DATA ANALYST
30,High School,3,5,9,2,3,4,0,IT,DATA ANALYST
59,Bachelors,39,2,4,5,8,2,0,IT,PROJECT MANAGER
39,Bachelors,18,2,4,8,3,2,0,Manufacturing,DATA ANALYST
59,Bachelors,39,3,5,2,1,3,1,Operations,PROJECT MANAGER
32,Bachelors,15,3,6,8,0,3,1,Manufacturing,MANAGER
40,Masters,18,6,6,9,5,2,0,IT,MANAGER
60,Diploma,36,4,5,5,8,5,1,IT,MANAGER
53,High School,32,5,6,4,5,4,0,Finance,DATA ANALYST
36,PhD,14,4,6,6,8,1,0,Marketing,PROJECT MANAGER
59,Masters,36,2,4,4,10,5,0,Finance,MANAGER
27,High School,1,1,4,3,4,5,0,Operations,HR
60,Masters,37,5,4,3,5,2,1,Manufacturing,PROJECT MANAGER
59,Bachelors,39,1,8,4,0,0,1,Manufacturing,HR
34,Bachelors,9,2,8,3,5,4,1,Manufacturing,DATA ANALYST
19,Bachelors,1,4,2,6,3,4,1,Manufacturing,MANAGER
38,High School,13,5,7,1,7,4,0,HR,HR
23,Bachelors,0,4,9,3,3,1,0,IT,HR
23,Bachelors,1,3,10,8,3,0,0,Finance,MANAGER
20,Masters,0,2,3,0,8,1,0,Marketing,DATA ANALYST
36,Masters,14,1,3,4,2,3,0,Operations,MANAGER
41,Bachelors,17,3,7,2,4,3,0,Finance,HR
41,High School,17,3,5,4,3,1,0,IT,PROJECT MANAGER
30,Bachelors,6,4,5,3,4,1,1,IT,CLERK
47,Bachelors,23,9,7,2,4,5,1,Manufacturing,HR
35,Masters,10,1,9,0,5,5,0,Manufacturing,DATA ANALYST
47,Bachelors,24,3,2,6,4,1,0,Finance,HR
42,Bachelors,21,4,1,3,4,1,0,Operations,PROJECT MANAGER
37,High School,16,4,10,3,7,1,1,Manufacturing,HR
60,Bachelors,39,2,8,5,4,0,0,Manufacturing,MANAGER
51,High School,31,4,6,6,5,1,0,HR,HR
42,Masters,15,3,6,2,6,2,1,Operations,HR
24,Bachelors,0,4,6,6,6,1,0,Operations,MANAGER
30,Masters,8,4,7,3,4,0,0,Manufacturing,DATA ANALYST
33,Bachelors,8,4,6,1,6,3,1,Manufacturing,BUSINESS ANALYST
46,Masters,19,3,4,7,0,1,0,Manufacturing,MANAGER
25,High School,5,3,7,8,4,5,0,Manufacturing,HR
47,Bachelors,25,6,5,4,5,5,1,Operations,DATA ANALYST
33,High School,10,4,4,0,0,0,1,Operations,BUSINESS ANALYST
52,Bachelors,28,1,6,5,10,2,0,Marketing,DATA ANALYST
33,High School,12,3,6,1,5,4,1,Finance,BUSINESS ANALYST
39,Masters,15,1,3,8,0,0,1,Finance,MANAGER
45,Bachelors,25,4,3,0,0,4,0,HR,HR
30,Bachelors,5,5,5,1,8,1,0,IT,DATA ANALYST
46,Masters,28,2,5,6,6,1,1,HR,DATA ANALYST
34,High School,13,2,2,3,8,5,1,Marketing,PROJECT MANAGER
20,Diploma,3,0,8,5,6,1,1,Marketing,MANAGER
24,Masters,0,6,7,7,0,2,1,IT,HR
41,Diploma,19,2,6,6,3,1,0,Operations,PROJECT MANAGER
53,Bachelors,28,0,3,4,6,5,1,Finance,DATA ANALYST
41,Masters,16,0,6,9,4,3,0,Operations,HR
58,Bachelors,35,1,5,6,0,5,0,Finance,DATA ANALYST
24,Bachelors,6,1,5,1,8,1,0,Manufacturing,DATA ANALYST
48,Bachelors,29,2,3,8,2,2,1,HR,PROJECT MANAGER
31,Bachelors,6,3,7,4,5,2,1,Marketing,MANAGER
21,Bachelors,0,5,8,4,4,3,0,Marketing,HR
22,High School,0,3,4,6,1,3,0,Marketing,MANAGER
58,Masters,40,3,6,5,9,3,0,Operations,HR
37,High School,15,4,2,5,1,1,0,HR,PROJECT MANAGER
22,Bachelors,0,4,2,5,4,3,0,IT,PROJECT MANAGER
29,Masters,5,0,8,1,5,2,0,Marketing,DATA ANALYST
31,Bachelors,10,0,4,4,7,1,0,IT,DATA ANALYST
45,Bachelors,19,0,3,9,10,5,0,Manufacturing,MANAGER
24,Masters,3,0,7,2,9,3,0,Manufacturing,DATA ANALYST
52,Bachelors,33,5,6,9,2,4,0,Finance,HR
34,High School,12,7,5,0,2,2,1,HR,HR
29,Bachelors,8,6,5,4,4,0,0,Finance,HR
33,Bachelors,12,2,5,1,0,3,0,Finance,DATA ANALYST
56,Masters,33,4,8,3,6,5,0,Marketing,CLERK
42,Bachelors,14,2,4,1,7,0,1,Marketing,DATA ANALYST
33,Bachelors,20,1,5,4,6,3,0,Marketing,MANAGER
29,Bachelors,5,1,8,5,3,4,0,Marketing,PROJECT MANAGER
29,High School,4,2,6,10,0,5,1,Operations,MANAGER
22,Masters,2,3,9,3,2,2,1,Finance,CLERK
20,Bachelors,0,1,3,9,6,0,0,Marketing,HR
47,Masters,23,6,6,2,1,0,0,Marketing,HR
20,High School,0,3,5,8,10,5,0,Operations,DATA ANALYST
25,Bachelors,2,2,5,7,3,0,0,Finance,PROJECT MANAGER
43,Bachelors,18,3,5,6,7,3,1,Operations,PROJECT MANAGER
60,Bachelors,33,1,6,6,2,5,1,Finance,CLERK
32,High School,2,4,6,10,4,1,0,Marketing,HR
37,Masters,12,4,1,5,8,3,0,IT,CLERK
47,Bachelors,19,3,4,7,4,3,0,IT,DATA ANALYST
34,Bachelors,9,7,4,7,4,3,0,Marketing,DATA ANALYST
21,Bachelors,7,3,6,2,5,1,0,Operations,HR
33,Masters,10,1,4,10,2,5,1,HR,MANAGER
44,Bachelors,21,4,5,3,2,5,1,Manufacturing,HR
32,PhD,12,1,6,3,9,2,0,Marketing,MANAGER
60,Masters,37,1,3,5,2,4,0,IT,HR
27,Bachelors,8,1,9,6,6,0,0,Marketing,PROJECT MANAGER
40,Bachelors,11,2,10,7,0,5,1,IT,HR
56,High School,30,3,4,2,3,2,0,Manufacturing,PROJECT MANAGER
22,Bachelors,1,1,4,5,8,1,0,Marketing,DATA ANALYST
18,High School,0,1,8,2,0,3,1,Manufacturing,CLERK
43,High School,18,4,5,7,3,4,0,IT,HR
25,Masters,3,4,2,5,1,3,0,Marketing,HR
26,Bachelors,10,4,7,7,5,5,0,Finance,MANAGER
19,Bachelors,3,3,4,4,6,4,1,Operations,PROJECT MANAGER
34,Diploma,13,6,4,8,8,4,0,Manufacturing,BUSINESS ANALYST
28,Bachelors,5,5,6,2,0,0,0,HR,BUSINESS ANALYST
20,Masters,3,2,8,9,7,3,0,Operations,MANAGER
34,High School,10,5,4,3,5,1,0,IT,DATA ANALYST
22,Masters,1,3,3,3,0,5,0,Manufacturing,HR
28,High School,6,4,4,1,3,5,1,Finance,DATA ANALYST
48,Bachelors,24,3,5,6,9,4,0,Finance,PROJECT MANAGER
57,Bachelors,35,8,4,4,0,4,0,Marketing,HR
39,Bachelors,17,4,6,3,1,2,1,Manufacturing,HR
22,Bachelors,2,1,6,0,6,0,0,Operations,HR
51,Masters,28,4,5,8,5,0,1,Finance,PROJECT MANAGER
53,PhD,30,3,5,8,3,2,0,Finance,MANAGER
24,High School,3,4,6,9,4,0,0,Marketing,MANAGER
25,Masters,3,5,5,5,7,1,1,HR,DATA ANALYST
32,Bachelors,8,1,3,3,0,1,0,Operations,PROJECT MANAGER
38,Diploma,19,2,10,3,0,2,1,IT,HR
29,Bachelors,3,1,4,2,1,0,1,Finance,MANAGER
20,Masters,0,3,3,8,3,4,0,HR,HR
38,Masters,13,1,4,10,1,5,1,Finance,MANAGER
26,Diploma,2,6,5,6,5,5,0,Marketing,BUSINESS ANALYST
50,High School,25,2,8,0,9,5,0,Marketing,DATA ANALYST
29,Bachelors,7,2,5,3,0,2,1,Marketing,MANAGER
57,High School,34,5,8,7,1,5,0,HR,PROJECT MANAGER
53,Bachelors,28,1,4,10,8,0,0,Operations,DATA ANALYST
56,Bachelors,34,5,3,0,9,4,0,Operations,HR
21,Bachelors,0,2,6,4,5,0,1,Marketing,HR
28,Masters,5,3,7,3,4,3,0,Manufacturing,HR
38,High School,21,0,7,2,6,3,1,Operations,HR
60,High School,36,2,6,5,5,5,0,Marketing,DATA ANALYST
59,High School,35,2,5,4,4,0,0,IT,HR
28,Masters,14,1,1,5,6,5,1,IT,DATA ANALYST
50,Bachelors,23,2,8,6,5,2,0,Finance,PROJECT MANAGER
48,Bachelors,28,2,5,2,5,0,1,IT,HR
55,Masters,32,3,5,4,5,3,1,HR,BUSINESS ANALYST
23,Diploma,3,2,6,7,10,0,0,Operations,MANAGER
36,Masters,13,2,6,3,5,4,0,IT,DATA ANALYST
59,Bachelors,34,2,6,4,4,3,1,Marketing,MANAGER
50,Masters,30,4,4,0,1,4,1,Finance,DATA ANALYST
54,Bachelors,33,5,4,6,3,4,0,Marketing,HR
20,Masters,0,5,5,5,2,4,0,HR,BUSINESS ANALYST
45,Bachelors,19,3,4,7,8,5,0,IT,PROJECT MANAGER
23,Bachelors,0,5,6,8,6,5,0,Operations,MANAGER
47,Masters,24,2,6,5,3,2,1,IT,MANAGER
26,Masters,5,1,6,3,5,5,1,HR,DATA ANALYST
36,PhD,13,2,10,5,6,1,1,Marketing,MANAGER
21,Bachelors,6,4,8,0,9,1,0,Operations,DATA ANALYST
31,Masters,6,3,2,3,6,1,0,HR,DATA ANALYST
50,Masters,30,4,5,2,4,3,0,HR,BUSINESS ANALYST
27,High School,5,6,6,7,8,1,1,Manufacturing,PROJECT MANAGER
18,Diploma,0,4,5,5,0,3,0,Manufacturing,HR
39,PhD,21,3,1,4,0,3,0,HR,PROJECT MANAGER
46,High School,21,2,7,1,5,1,0,Operations,HR
20,Masters,2,0,6,1,9,2,0,Finance,DATA ANALYST
52,High School,28,6,6,0,0,5,0,IT,DATA ANALYST
28,PhD,5,2,6,4,9,2,0,HR,DATA ANALYST
39,Bachelors,23,4,7,6,1,2,1,Marketing,MANAGER
25,Masters,7,3,7,10,8,1,1,IT,MANAGER
18,Bachelors,0,3,4,2,9,5,0,Operations,DATA ANALYST
60,Masters,34,4,7,4,7,3,0,Manufacturing,HR
27,Masters,3,5,7,9,8,4,1,IT,HR
59,PhD,35,4,2,6,6,4,0,IT,MANAGER
27,Masters,5,2,5,4,7,1,0,Manufacturing,DATA ANALYST
22,Masters,0,3,5,9,6,3,0,Operations,CLERK
32,High School,12,1,5,4,0,5,0,Finance,BUSINESS ANALYST
55,Masters,34,2,7,6,5,4,0,Operations,MANAGER
43,Bachelors,25,0,7,10,5,0,0,IT,PROJECT MANAGER
49,Masters,23,5,6,3,3,3,1,Operations,HR
54,Masters,33,2,8,5,6,0,0,Finance,HR
26,Masters,5,3,1,0,1,2,0,Operations,DATA ANALYST
31,Bachelors,9,3,6,10,1,3,0,Manufacturing,DATA ANALYST
24,High School,0,3,4,7,0,1,0,Operations,MANAGER
34,Masters,7,4,5,5,2,1,0,Finance,HR
53,Bachelors,28,5,9,5,8,5,1,IT,PROJECT MANAGER
51,PhD,32,2,6,2,4,4,0,IT,DATA ANALYST
56,Bachelors,30,4,7,7,5,5,1,Operations,PROJECT MANAGER
60,Masters,38,0,6,5,2,1,0,IT,PROJECT MANAGER
25,Masters,0,1,7,6,3,5,0,Manufacturing,HR
30,Masters,5,1,1,7,8,0,1,HR,PROJECT MANAGER
26,Bachelors,7,6,6,2,5,2,1,Manufacturing,PROJECT MANAGER
53,High School,31,3,5,3,0,0,0,Operations,PROJECT MANAGER
55,Masters,33,5,6,2,7,5,0,Operations,HR
50,Bachelors,30,2,8,1,0,4,0,Marketing,MANAGER
45,Bachelors,23,6,6,2,2,5,1,HR,HR
